schema_version,run_id,condition,iteration,direction,attempt,rc,counter_cycles,duration_ns,request_elapsed_ns
1,run-004,idle,11138,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11138,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11139,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11139,RTO-to-DYN,0,0,924,38500,38791
1,run-004,idle,11140,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11140,RTO-to-DYN,0,0,1022,42583,42875
1,run-004,idle,11141,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11141,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11142,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11142,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11143,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11143,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11144,DYN-to-RTO,0,0,6748,281166,281166
1,run-004,idle,11144,RTO-to-DYN,0,0,924,38500,38791
1,run-004,idle,11145,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11145,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11146,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11146,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11147,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11147,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11148,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11148,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11149,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11149,RTO-to-DYN,0,0,924,38500,38500
1,run-004,idle,11150,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11150,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11151,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11151,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11152,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11152,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11153,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11153,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11154,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11154,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11155,DYN-to-RTO,0,0,6685,278541,278833
1,run-004,idle,11155,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11156,DYN-to-RTO,0,0,6762,281750,281750
1,run-004,idle,11156,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11157,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11157,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11158,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11158,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11159,DYN-to-RTO,0,0,6755,281458,281750
1,run-004,idle,11159,RTO-to-DYN,0,0,1001,41708,42000
1,run-004,idle,11160,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11160,RTO-to-DYN,0,0,924,38500,38791
1,run-004,idle,11161,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11161,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11162,DYN-to-RTO,0,0,6748,281166,281166
1,run-004,idle,11162,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11163,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11163,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11164,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11164,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11165,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11165,RTO-to-DYN,0,0,1029,42875,42875
1,run-004,idle,11166,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11166,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11167,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11167,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11168,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11168,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11169,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11169,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11170,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11170,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11171,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11171,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11172,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11172,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11173,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11173,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11174,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11174,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11175,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11175,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11176,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11176,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11177,DYN-to-RTO,0,0,6678,278250,278541
1,run-004,idle,11177,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11178,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11178,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11179,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11179,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11180,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11180,RTO-to-DYN,0,0,924,38500,38791
1,run-004,idle,11181,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11181,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11182,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11182,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11183,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11183,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11184,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11184,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11185,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11185,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11186,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11186,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11187,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11187,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11188,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11188,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11189,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11189,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11190,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11190,RTO-to-DYN,0,0,1029,42875,42875
1,run-004,idle,11191,DYN-to-RTO,0,0,6678,278250,278541
1,run-004,idle,11191,RTO-to-DYN,0,0,1001,41708,42000
1,run-004,idle,11192,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11192,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11193,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11193,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11194,DYN-to-RTO,0,0,6762,281750,281750
1,run-004,idle,11194,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11195,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11195,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11196,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11196,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11197,DYN-to-RTO,0,0,6748,281166,281166
1,run-004,idle,11197,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11198,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11198,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11199,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11199,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11200,DYN-to-RTO,0,0,6748,281166,281166
1,run-004,idle,11200,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11201,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11201,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11202,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11202,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11203,DYN-to-RTO,0,0,6741,280875,281166
1,run-004,idle,11203,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11204,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11204,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11205,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11205,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11206,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11206,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11207,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11207,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11208,DYN-to-RTO,0,0,6678,278250,278541
1,run-004,idle,11208,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11209,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11209,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11210,DYN-to-RTO,0,0,6678,278250,278541
1,run-004,idle,11210,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11211,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11211,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11212,DYN-to-RTO,0,0,6748,281166,281458
1,run-004,idle,11212,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11213,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11213,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11214,DYN-to-RTO,0,0,6678,278250,278541
1,run-004,idle,11214,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11215,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11215,RTO-to-DYN,0,0,1022,42583,42583
1,run-004,idle,11216,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11216,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11217,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11217,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11218,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11218,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11219,DYN-to-RTO,0,0,6748,281166,281166
1,run-004,idle,11219,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11220,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11220,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11221,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11221,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11222,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11222,RTO-to-DYN,0,0,1001,41708,41708
1,run-004,idle,11223,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11223,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11224,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11224,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11225,DYN-to-RTO,0,0,6748,281166,281166
1,run-004,idle,11225,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11226,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11226,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11227,DYN-to-RTO,0,0,6678,278250,278541
1,run-004,idle,11227,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11228,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11228,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11229,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11229,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11230,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11230,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11231,DYN-to-RTO,0,0,6755,281458,281458
1,run-004,idle,11231,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11232,DYN-to-RTO,0,0,6769,282041,282041
1,run-004,idle,11232,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11233,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11233,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11234,DYN-to-RTO,0,0,6755,281458,281458
1,run-004,idle,11234,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11235,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11235,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11236,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11236,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11237,DYN-to-RTO,0,0,6734,280583,280875
1,run-004,idle,11237,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11238,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11238,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11239,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11239,RTO-to-DYN,0,0,924,38500,38791
1,run-004,idle,11240,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11240,RTO-to-DYN,0,0,1029,42875,42875
1,run-004,idle,11241,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11241,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11242,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11242,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11243,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11243,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11244,DYN-to-RTO,0,0,6734,280583,280875
1,run-004,idle,11244,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11245,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11245,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11246,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11246,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11247,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11247,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11248,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11248,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11249,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11249,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11250,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11250,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11251,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11251,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11252,DYN-to-RTO,0,0,6664,277666,277666
1,run-004,idle,11252,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11253,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11253,RTO-to-DYN,0,0,1008,42000,42000
1,run-004,idle,11254,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11254,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11255,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11255,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11256,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11256,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11257,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11257,RTO-to-DYN,0,0,924,38500,38500
1,run-004,idle,11258,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11258,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11259,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11259,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11260,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11260,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11261,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11261,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11262,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11262,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11263,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11263,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11264,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11264,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11265,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11265,RTO-to-DYN,0,0,1029,42875,42875
1,run-004,idle,11266,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11266,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11267,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11267,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11268,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11268,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11269,DYN-to-RTO,0,0,6762,281750,282041
1,run-004,idle,11269,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11270,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11270,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11271,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11271,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11272,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11272,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11273,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11273,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11274,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11274,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11275,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11275,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11276,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11276,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11277,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11277,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11278,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11278,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11279,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11279,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11280,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11280,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11281,DYN-to-RTO,0,0,6734,280583,280875
1,run-004,idle,11281,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11282,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11282,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11283,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11283,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11284,DYN-to-RTO,0,0,6741,280875,281166
1,run-004,idle,11284,RTO-to-DYN,0,0,1001,41708,41708
1,run-004,idle,11285,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11285,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11286,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11286,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11287,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11287,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11288,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11288,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11289,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11289,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11290,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11290,RTO-to-DYN,0,0,1029,42875,42875
1,run-004,idle,11291,DYN-to-RTO,0,0,6692,278833,278833
1,run-004,idle,11291,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11292,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11292,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11293,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11293,RTO-to-DYN,0,0,924,38500,38791
1,run-004,idle,11294,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11294,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11295,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11295,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11296,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11296,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11297,DYN-to-RTO,0,0,6748,281166,281166
1,run-004,idle,11297,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11298,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11298,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11299,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11299,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11300,DYN-to-RTO,0,0,6748,281166,281166
1,run-004,idle,11300,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11301,DYN-to-RTO,0,0,6685,278541,278541
1,run-004,idle,11301,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11302,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11302,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11303,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11303,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11304,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11304,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11305,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11305,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11306,DYN-to-RTO,0,0,6734,280583,280875
1,run-004,idle,11306,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11307,DYN-to-RTO,0,0,6678,278250,278541
1,run-004,idle,11307,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11308,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11308,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11309,DYN-to-RTO,0,0,6755,281458,281458
1,run-004,idle,11309,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11310,DYN-to-RTO,0,0,6664,277666,277958
1,run-004,idle,11310,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11311,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11311,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11312,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11312,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11313,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11313,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11314,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11314,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11315,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11315,RTO-to-DYN,0,0,1029,42875,42875
1,run-004,idle,11316,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11316,RTO-to-DYN,0,0,1001,41708,42000
1,run-004,idle,11317,DYN-to-RTO,0,0,6664,277666,277666
1,run-004,idle,11317,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11318,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11318,RTO-to-DYN,0,0,931,38791,39083
1,run-004,idle,11319,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11319,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11320,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11320,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11321,DYN-to-RTO,0,0,6671,277958,278250
1,run-004,idle,11321,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11322,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11322,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11323,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11323,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11324,DYN-to-RTO,0,0,6664,277666,277958
1,run-004,idle,11324,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11325,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11325,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11326,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11326,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11327,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11327,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11328,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11328,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11329,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11329,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11330,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11330,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11331,DYN-to-RTO,0,0,6734,280583,280583
1,run-004,idle,11331,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11332,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11332,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11333,DYN-to-RTO,0,0,6678,278250,278250
1,run-004,idle,11333,RTO-to-DYN,0,0,924,38500,38791
1,run-004,idle,11334,DYN-to-RTO,0,0,6741,280875,280875
1,run-004,idle,11334,RTO-to-DYN,0,0,938,39083,39083
1,run-004,idle,11335,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11335,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11336,DYN-to-RTO,0,0,6664,277666,277958
1,run-004,idle,11336,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11337,DYN-to-RTO,0,0,6727,280291,280583
1,run-004,idle,11337,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11338,DYN-to-RTO,0,0,6671,277958,277958
1,run-004,idle,11338,RTO-to-DYN,0,0,931,38791,38791
1,run-004,idle,11339,DYN-to-RTO,0,0,6671,277958,277958
