timestamp,response_ms,inference_ms,request_id
70.429777,837.402417,835.645709,1
75.435678,843.579334,842.402459,2
80.434803,842.739042,842.002000,3
85.425309,833.236833,832.232334,4
90.427606,835.511834,834.752917,5
95.437495,845.423834,844.676292,6
100.430526,838.458542,837.487876,7
105.427327,835.234459,834.463001,8
110.420524,828.342959,827.227042,9
115.422524,830.442376,829.420083,10
120.420850,828.784542,827.788501,11
125.426342,834.244833,833.294292,12
130.425812,833.737334,832.679167,13
135.424209,832.142500,831.189917,14
140.429820,837.729959,836.723418,15
145.430317,838.242417,837.285167,16
150.428098,836.026917,835.033209,17
155.425479,833.392292,832.396251,18
160.429068,836.992042,836.032458,19
165.438921,846.851250,845.878250,20
170.426346,834.260875,833.611625,21
175.430096,837.998292,836.875376,22
180.426614,834.547876,833.565834,23
185.437246,845.156667,844.128542,24
190.427350,835.272376,834.257376,25
195.437564,845.493542,844.490500,26
200.425626,833.535792,832.567167,27
205.434057,841.995875,841.299668,28
210.428901,836.826667,835.857751,29
215.423575,831.486542,830.461042,30
220.427766,835.703750,835.042834,31
225.423354,831.243001,830.270292,32
230.422057,829.959083,829.224084,33
235.424627,832.531584,831.584542,34
240.423533,831.446584,830.212834,35
245.440151,848.065167,847.395208,36
250.424946,832.873417,831.940375,37
255.434485,842.416459,841.426542,38
260.421742,829.651959,828.983459,39
265.433917,841.820875,841.140125,40
270.430470,838.398751,837.435083,41
275.429910,837.817459,836.832500,42
280.429382,837.311125,836.294083,43
285.424386,832.289209,831.302500,44
290.422510,830.433042,829.509917,45
295.424869,832.799042,831.821667,46
300.423983,831.889334,831.237750,47
305.425359,833.254626,832.261209,48
310.430975,838.896626,837.971750,49
315.431299,839.232917,838.247958,50
320.443646,851.557876,850.623375,51
325.441083,849.002875,848.297626,52
330.432163,840.097417,839.101959,53
335.434183,842.099709,841.063417,54
340.419986,827.912168,826.980584,55
345.423376,831.307459,830.344667,56
350.432376,840.291959,839.289208,57
355.441889,849.809917,848.824959,58
360.434160,842.089208,841.089959,59
365.433155,841.062833,840.383250,60
370.427114,835.016292,833.920500,61
375.426178,834.106000,833.112875,62
380.427526,835.441251,834.789375,63
385.425931,833.814917,832.659917,64
390.440501,848.412251,847.323167,65
395.421588,829.496209,828.837333,66
400.430305,838.223459,837.256584,67
405.424703,832.636876,831.702084,68
410.450224,858.138167,857.473459,69
415.444586,852.507250,851.535125,70
420.425041,832.969376,831.997250,71
425.427157,835.064125,834.038334,72
430.429984,837.922167,837.262126,73
435.432824,840.757751,839.653793,74
440.431456,839.348125,838.254667,75
445.439508,847.429333,846.452542,76
450.438176,846.099625,845.100667,77
455.427885,835.802625,834.791125,78
460.431213,839.139292,838.177083,79
465.418616,826.551542,825.608875,80
470.435318,843.228459,842.231251,81
475.424965,832.892667,831.998417,82
480.434166,842.097958,841.106876,83
485.436161,844.067875,842.973251,84
490.431782,839.702500,838.767125,85
495.426110,834.042417,832.953333,86
500.422092,829.986209,828.681292,87
505.451900,859.803876,858.815709,88
510.434515,842.428709,841.455126,89
515.435714,843.645834,842.978500,90
520.420297,828.228042,827.335542,91
525.426286,834.199042,833.487667,92
530.430814,838.738251,837.808126,93
535.437197,845.130709,844.123000,94
540.426284,834.199334,833.548042,95
545.427797,835.691209,835.039334,96
550.430956,838.885834,837.942583,97
555.426817,834.726959,833.736750,98
560.425104,833.003792,831.979459,99
565.430460,838.298709,837.281084,100
570.428357,836.256750,835.160376,101
575.429514,837.435083,836.492417,102
580.429953,837.886584,836.935167,103
585.431246,839.162917,838.172708,104
590.427068,834.998792,834.018208,105
595.425177,833.106458,832.129959,106
600.442618,850.525084,849.506876,107
605.426442,834.369667,833.346500,108
610.430304,838.232501,837.286917,109
615.424320,832.234083,831.591833,110
620.434634,842.559375,841.633042,111
625.426097,834.014125,833.000292,112
630.425997,833.910584,832.781834,113
635.429066,836.997876,836.311001,114
640.422381,830.310542,829.328792,115
645.424175,832.092333,831.065084,116
650.424547,832.481709,831.829542,117
655.439542,847.473958,846.542667,118
660.424842,832.752083,831.756042,119
665.428459,836.385667,834.842168,120
