timestamp,response_ms,inference_ms,request_id
1251.228844,956.201459,955.417459,1
1256.214632,941.861668,940.617125,2
1261.225940,953.175125,951.989208,3
1266.234330,961.566376,960.634792,4
1271.231787,959.028000,957.895167,5
1276.218111,945.381208,944.461001,6
1281.220435,947.667584,946.910126,7
1286.233600,960.839543,959.628834,8
1291.211652,938.893376,937.592250,9
1296.213079,940.298334,938.928083,10
1301.225422,952.666750,951.465667,11
1306.211461,938.729458,937.899667,12
1311.231862,959.091584,958.259167,13
1316.220473,947.711626,946.542042,14
1321.227773,955.010584,953.760792,15
1326.235958,963.190084,962.322083,16
1331.233504,960.745626,959.457625,17
1336.198449,925.673001,924.469584,18
1341.219098,946.329125,945.402209,19
1346.209144,936.387376,935.060293,20
1351.222859,950.096292,948.845042,21
1356.209363,936.580459,935.210209,22
1361.211339,938.590626,937.450500,23
1366.229128,956.373542,955.001834,24
1371.202453,929.691875,928.853917,25
1376.247519,974.756709,973.457917,26
1381.236918,964.158125,962.967251,27
1386.219667,946.872792,945.540167,28
1391.241431,968.660584,967.264084,29
1396.224711,951.949834,950.617500,30
1401.226823,954.051875,953.008583,31
1406.226869,954.053334,952.715458,32
1411.209175,936.412459,935.125625,33
1416.211716,938.948500,938.124250,34
1421.221396,948.641751,947.473918,35
1426.215152,942.401542,941.208625,36
1431.202621,929.865709,929.099209,37
1436.201697,928.938208,927.778834,38
1441.227230,954.483250,953.638583,39
1446.226350,953.570625,952.253459,40
1451.233772,961.009292,959.807917,41
1456.214104,941.329375,939.888251,42
1461.225359,952.584500,951.732250,43
1466.229706,956.936750,955.732458,44
1471.225000,952.237125,951.063751,45
1476.218956,946.195542,945.394917,46
1481.221282,948.532376,947.319918,47
1486.210045,937.293584,936.073834,48
1491.222643,949.883959,949.073125,49
1496.236241,963.469792,962.231084,50
1501.209194,936.432875,935.201167,51
1506.215610,942.843125,941.994084,52
1511.218564,945.801792,944.486376,53
1516.223115,950.355292,948.987375,54
1521.220634,947.866792,946.982750,55
1526.221560,948.805375,947.466334,56
1531.225476,952.710209,951.505917,57
1536.221107,948.338126,947.421417,58
1541.221532,948.784376,947.599626,59
1546.217765,945.011084,943.862501,60
1551.220123,947.354043,946.432667,61
1556.222672,949.923042,948.792542,62
1561.226159,953.397084,952.162458,63
1566.229584,956.812792,956.004584,64
1571.242672,969.928459,968.528459,65
1576.214890,942.131751,940.860668,66
1581.227084,954.325459,953.352168,67
1586.206836,934.081459,932.959126,68
1591.208784,936.016375,934.791959,69
1596.211052,938.289917,937.324209,70
1601.213993,941.239542,940.090959,71
1606.225346,952.594125,951.290084,72
1611.212543,939.785292,938.964251,73
1616.210895,938.133293,936.955542,74
1621.219720,946.979542,946.091417,75
1626.237093,964.322917,963.419042,76
1631.209392,936.632376,935.377917,77
1636.236319,963.578292,962.543750,78
1641.231847,959.073500,958.209000,79
1646.215176,942.428375,941.241584,80
1651.228186,955.431751,954.212584,81
1656.216777,944.009209,943.167750,82
1661.228995,956.245792,955.034500,83
1666.226044,953.286834,951.918917,84
1671.208901,936.128083,935.251042,85
1676.231176,958.418126,957.091626,86
1681.225226,952.468417,950.993167,87
1686.219892,947.120709,946.204000,88
1691.230817,958.059084,956.879584,89
1696.209802,937.040708,935.810750,90
1701.216836,944.054709,942.909626,91
1706.205582,932.819125,931.468709,92
1711.230422,957.673792,956.242584,93
1716.213429,940.641626,939.437334,94
1721.212816,940.068500,938.756583,95
1726.215429,942.632542,941.160792,96
1731.217361,944.594584,943.769459,97
1736.218567,945.809375,944.606542,98
1741.211467,938.709043,937.491043,99
1746.218904,946.143918,945.302167,100
1751.239517,966.760958,965.510875,101
1756.229515,956.756500,955.504667,102
1761.221197,948.430584,947.483542,103
1766.236158,963.404459,962.135417,104
1771.225388,952.623584,951.388668,105
1776.224264,951.507959,950.692167,106
1781.219693,946.941918,945.798875,107
1786.226489,953.738626,952.511876,108
1791.217171,944.406458,943.539626,109
1796.211769,939.011792,937.852125,110
1801.212632,939.872500,938.536959,111
1806.213484,940.700543,939.367918,112
1811.225113,952.357584,951.123834,113
1816.207464,934.703292,932.995583,114
1821.219288,946.523375,945.683667,115
1826.221281,948.515750,947.194501,116
1831.231948,959.191626,957.873584,117
1836.229721,956.957750,956.116292,118
1841.210814,938.061250,936.904501,119
1846.226493,953.716167,952.139125,120
